State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
IL,535.4485898,0.633239927,3.445540209,1.168351408,medium
IL,176.2902564,0.690807193,2.161487957,0,medium
IL,414.2569231,0.626843564,4.18805738,0.389450469,medium
IL,261.8319231,0.633239927,2.425742189,0,medium
IL,433.6402564,0.658825378,3.900541333,0.389450469,medium
IL,570.2152564,0.665221741,2.574617812,0.556357814,medium
IL,572.4069231,0.658825378,3.119874783,0,medium
IL,617.3902564,0.735581733,4.39555278,0,medium
IL,352.2735898,0.658825378,3.038923662,0.389450469,medium
IL,307.7235898,0.620447201,1.508296159,0.389450469,medium
IL,382.9819231,0.633239927,3.598137723,0,medium
IL,1429.87359,0.665221741,4.362986238,0,medium
IL,307.7235898,0.550087209,0.47826294,2.336702817,medium
IL,354.4569231,0.614050838,1.983767682,0.778900939,medium
IL,405.7985898,0.620447201,2.772808486,0.778900939,medium
IL,1142.156923,0.614050838,3.186868813,1.168351408,medium
IL,357.1985898,0.709996282,3.170120305,0,medium
IL,354.9485898,0.607654475,3.31248262,1.168351408,medium
IL,421.1902564,0.575672661,2.122408106,2.434065434,medium
IL,389.4485898,0.652429015,5.888030905,0,medium
IL,470.6985898,0.614050838,4.292270317,2.225431254,medium
IL,329.4402564,0.626843564,4.144325166,0.778900939,medium
IL,385.9680787,0.626843564,2.783043685,0.389450469,medium
IL,307.7235898,0.626843564,1.699973525,0.389450469,medium
IL,345.0735898,0.620447201,2.935641199,0.389450469,medium
IL,396.3485898,0.620447201,2.638820424,0.778900939,medium
IL,342.6152564,0.594861749,3.293873167,0.778900939,medium
IL,387.1402564,0.562879935,4.106175787,3.894504694,medium
IL,351.8069231,0.601258112,2.947737343,1.168351408,medium
IL,302.7152564,0.633239927,2.222899152,0,medium
IL,385.5485898,0.601258112,2.009820916,1.557801878,medium
IL,319.2735898,0.594861749,4.29692268,1.168351408,medium
IL,643.3402564,0.626843564,2.554147414,0,medium
IL,442.4902564,0.633239927,3.541378891,0,medium
IL,545.1569231,0.665221741,3.560918817,0,medium
IL,239.7069231,0.665221741,2.105659598,0,medium
IL,525.3902564,0.658825378,4.163865091,0,medium
IL,520.7569231,0.633239927,2.49645811,0.389450469,medium
IL,326.7985898,0.703599919,3.584180633,0,medium
IL,655.1902564,0.665221741,3.384129014,0,medium
IL,361.1235898,0.63963629,2.871438586,0,medium
IL,464.5402564,0.601258112,2.965416323,1.557801878,medium
IL,345.0735898,0.63963629,2.673247912,0,medium
IL,423.6235898,0.601258112,2.250813331,1.557801878,medium
IL,327.9819231,0.614050838,4.064304518,0.389450469,medium
IL,294.5319231,0.658825378,2.094493926,0,medium
IL,366.4569231,0.626843564,4.171308873,0.556357814,medium
IL,726.7985898,0.68441083,4.503487607,0,medium
IL,913.4902564,0.671618104,4.338793949,0,medium
IL,520.7569231,0.658825378,1.412457477,0,medium
IL,488.2735898,0.658825378,3.594415832,0,medium
IL,385.9680787,0.658825378,2.636959479,0,medium
IL,308.5235898,0.594861749,2.580200648,1.557801878,medium
IL,849.5069231,0.658825378,3.255723789,0,medium
IL,752.4819231,0.665221741,2.885395676,0,medium
IL,487.1902564,0.709996282,2.588574902,0,medium
IL,731.5569231,0.678014467,4.499765717,0,medium
IL,655.1902564,0.646032653,3.321787347,0.389450469,medium
IL,214.3319231,0.626843564,2.671386967,0.389450469,medium
IL,848.4152564,0.671618104,3.42134792,0,medium
IL,408.4735898,0.652429015,3.48462006,0,medium
IL,411.9569231,0.601258112,4.032668448,0.778900939,medium
IL,331.9985898,0.658825378,3.027757991,0,medium
IL,371.7985898,0.68441083,2.789556993,0,medium
IL,702.2485898,0.652429015,3.035201772,0,medium
IL,467.5069231,0.646032653,3.70979444,0,medium
IL,481.1319231,0.697203556,5.319512118,0,medium
IL,591.6652564,0.690807193,5.414420328,0,medium
IL,566.4235898,0.697203556,3.562779762,0,medium
IL,287.7819231,0.607654475,3.782371307,1.557801878,medium
IL,396.4652564,0.633239927,1.906538452,0.389450469,medium
IL,348.1735898,0.633239927,2.826775899,0.389450469,medium
IL,713.1485898,0.63963629,1.927939323,0,medium
IL,338.5735898,0.633239927,3.635356628,0,medium
IL,680.4152564,0.690807193,4.47278201,0,medium
IL,630.9569231,0.614050838,2.755129505,0.778900939,medium
IL,649.2152564,0.716392644,4.754715222,0,medium
IL,983.1152564,0.658825378,3.94892591,0,medium
IL,560.8819231,0.690807193,3.582319688,0,medium
IL,317.9569231,0.63963629,3.570223543,0,medium
IL,315.5319231,0.505312669,0.445696398,5.007220321,low
IL,607.7235898,0.690807193,4.42718885,0,medium
IL,375.5485898,0.439177239,1.980251377,0.602647723,low
IL,481.8319231,0.439177239,1.980251377,0.602647723,low
IL,456.1069231,0.439177239,1.980251377,0.602647723,low
IL,370.4652564,0.439177239,1.980251377,0.602647723,low
IL,345.9735898,0.439177239,1.980251377,0.602647723,low
IL,345.0652564,0.439177239,1.980251377,0.602647723,low
IL,350.0485898,0.439177239,1.980251377,0.602647723,low
IL,437.7152564,0.439177239,1.980251377,0.602647723,low
IL,429.7152564,0.439177239,1.980251377,0.602647723,low
IL,325.5235898,0.439177239,1.980251377,0.602647723,low
IL,425.4652564,0.439177239,1.980251377,0.602647723,low
IL,342.1319231,0.439177239,1.980251377,0.602647723,low
IL,334.5485898,0.439177239,1.980251377,0.602647723,low
IL,326.4735898,0.439177239,1.980251377,0.602647723,low
IL,414.0319231,0.439177239,1.980251377,0.602647723,low
IL,321.9402564,0.439177239,1.980251377,0.602647723,low
IL,529.6402564,0.439177239,1.980251377,0.602647723,low
IL,330.4652564,0.439177239,1.980251377,0.602647723,low
IL,274.3319231,0.439177239,1.980251377,0.602647723,low
IL,389.3902564,0.439177239,1.980251377,0.602647723,low
IL,338.0735898,0.439177239,1.980251377,0.602647723,low
IL,260.7819231,0.439177239,1.980251377,0.602647723,low
IL,274.4152564,0.439177239,1.980251377,0.602647723,low
IL,283.8402564,0.439177239,1.980251377,0.602647723,low
IL,370.8069231,0.439177239,1.980251377,0.602647723,low
IL,202.3235898,0.439177239,1.980251377,0.602647723,low
IL,416.1569231,0.439177239,1.980251377,0.602647723,low
IL,426.7485898,0.439177239,1.980251377,0.602647723,low
IL,321.1985898,0.439177239,1.980251377,0.602647723,low
IL,329.3402564,0.439177239,1.980251377,0.602647723,low
IL,358.6652564,0.439177239,1.980251377,0.602647723,low
IL,300.7985898,0.439177239,1.980251377,0.602647723,low
IL,456.8485898,0.439177239,1.980251377,0.602647723,low
IL,545.6985898,0.439177239,1.980251377,0.602647723,low
IL,375.7402564,0.439177239,1.980251377,0.602647723,low
IL,389.1985898,0.439177239,1.980251377,0.602647723,low
IL,348.0569231,0.439177239,1.980251377,0.602647723,low
IL,317.1652564,0.439177239,1.980251377,0.602647723,low
IL,299.6985898,0.439177239,1.980251377,0.602647723,low
IL,325.4485898,0.439177239,1.980251377,0.602647723,low
IL,301.7652564,0.439177239,1.980251377,0.602647723,low
IL,288.7902564,0.439177239,1.980251377,0.602647723,low
IL,328.7485898,0.439177239,1.980251377,0.602647723,low
IL,336.0402564,0.439177239,1.980251377,0.602647723,low
IL,422.4485898,0.439177239,1.980251377,0.602647723,low
IL,446.8569231,0.439177239,1.980251377,0.602647723,low
IL,341.6569231,0.439177239,1.980251377,0.602647723,low
IL,339.3819231,0.439177239,1.980251377,0.602647723,low
IL,300.1735898,0.439177239,1.980251377,0.602647723,low
IN,442.8819231,0.690807193,4.640267086,0,medium
IN,168.8569231,0.690807193,1.759523774,0,medium
IN,268.3652564,0.697203556,4.190848798,0,medium
IN,221.0985898,0.68441083,2.913309855,0,medium
IN,542.8569231,0.626843564,4.307157879,0.778900939,medium
IN,399.5652564,0.63963629,2.777460849,0.389450469,medium
IN,393.2569231,0.690807193,3.272472296,0,medium
IN,259.9902564,0.703599919,1.16029939,0,medium
IN,407.6985898,0.63963629,3.39343374,0,medium
IN,385.9680787,0.690807193,4.062443573,0,medium
IN,365.2985898,0.671618104,3.946134492,0,medium
IN,325.6735898,0.63963629,2.972860104,0,medium
IN,328.4819231,0.646032653,2.638820424,0,medium
IN,574.2152564,0.658825378,3.240836227,0,medium
IN,393.3152564,0.633239927,3.700489714,0,medium
IN,670.6819231,0.646032653,3.890306134,0,medium
IN,403.1485898,0.582069024,2.771878013,2.726153286,medium
IN,259.6152564,0.646032653,3.521838966,0.389450469,medium
IN,381.1569231,0.601258112,2.984956249,0.778900939,medium
IN,404.9735898,0.652429015,4.530471314,0.778900939,medium
IN,329.7152564,0.614050838,4.092218698,0.778900939,medium
IN,453.2235898,0.646032653,1.664615564,0,medium
IN,474.9069231,0.658825378,3.305038839,0.778900939,medium
IN,489.4152564,0.658825378,5.076658757,0,medium
IN,434.0985898,0.63963629,4.175961236,1.947252347,medium
IN,316.9235898,0.671618104,3.273402769,0,medium
IN,393.1402564,0.646032653,3.264098043,0,medium
IN,396.3902564,0.626843564,4.341585367,1.168351408,medium
IN,370.6319231,0.652429015,3.573014961,0.778900939,medium
IN,248.4235898,0.652429015,2.723493435,0,medium
IN,337.2985898,0.646032653,3.676297425,0,medium
IN,338.5652564,0.665221741,3.774927525,0,medium
IN,277.8902564,0.652429015,2.608114827,0,medium
IN,466.0985898,0.614050838,3.722821057,0.778900939,medium
IN,136.2152564,0.626843564,3.316204511,0.389450469,medium
IN,541.3402564,0.652429015,2.900283238,1.168351408,medium
IN,366.2402564,0.761167185,3.987075289,0,medium
IN,306.3402564,0.594861749,2.875160477,0.778900939,medium
IN,386.8402564,0.601258112,4.520236115,1.557801878,medium
IN,362.0402564,0.620447201,3.870766208,0.778900939,medium
IN,336.6819231,0.665221741,5.041300797,0.778900939,medium
IN,364.9902564,0.63963629,3.048228389,0.389450469,medium
IN,366.3902564,0.594861749,3.361797671,0.778900939,medium
IN,394.8152564,0.646032653,4.682138355,0.389450469,medium
IN,385.9680787,0.671618104,3.341327272,0,medium
IN,379.5485898,0.665221741,3.749804764,0,medium
IN,511.2319231,0.633239927,4.536984623,0,medium
IN,234.7819231,0.671618104,4.278313227,0,medium
IN,290.6735898,0.652429015,3.244558117,0,medium
IN,659.6819231,0.690807193,2.255465694,0,medium
IN,372.6652564,0.607654475,4.183405017,1.557801878,medium
IN,385.5569231,0.646032653,4.670972684,0,medium
IN,385.9680787,0.652429015,3.492063841,0,medium
IN,429.9902564,0.543690846,1.875832855,3.115603755,low
IN,297.2652564,0.633239927,3.085447295,0,medium
IN,429.7985898,0.626843564,3.867044317,1.168351408,medium
IN,434.3235898,0.626843564,3.241766699,0.389450469,medium
IN,455.2985898,0.614050838,2.740241943,0.389450469,medium
IN,433.2069231,0.626843564,3.705142077,0.389450469,medium
IN,468.8235898,0.607654475,4.164795564,1.168351408,medium
IN,620.8569231,0.671618104,1.641353748,0,medium
IN,589.0152564,0.646032653,3.169189833,0,medium
IN,362.5819231,0.658825378,4.166656509,0,medium
IN,233.2152564,0.671618104,2.910518437,0.778900939,medium
IN,399.1902564,0.626843564,4.503487607,1.168351408,medium
IN,383.5735898,0.652429015,4.326697805,0,medium
IN,588.3569231,0.439177239,1.980251377,0.602647723,low
IN,421.0319231,0.63963629,2.880743312,0,medium
IN,677.2902564,0.633239927,1.131454738,0.389450469,medium
IN,488.5652564,0.646032653,1.878624273,0.389450469,medium
IN,831.6819231,0.633239927,3.302247421,0.389450469,medium
IN,626.0485898,0.658825378,4.58164731,0,medium
IN,873.0319231,0.562879935,1.9865591,3.338146881,medium
IN,831.6819231,0.678014467,2.70395351,0,medium
IN,491.6402564,0.665221741,3.707003022,0,medium
IN,411.1485898,0.665221741,2.970068686,0.602647723,medium
IN,338.5652564,0.633239927,4.108036733,1.66907344,medium
IN,620.8569231,0.633239927,1.150994663,0,medium
IN,589.0152564,0.709996282,1.915843178,0,medium
IN,670.6819231,0.620447201,4.302505516,1.112715627,medium
IN,574.2152564,0.607654475,4.902660372,1.112715627,medium
IN,689.8235898,0.658825378,4.120132877,0,medium
IN,393.1402564,0.439177239,1.980251377,0.602647723,low
IN,434.3235898,0.678014467,4.311810242,0,medium
IN,588.3569231,0.646032653,0.981648642,0,medium
IN,316.2819231,0.665221741,1.461772527,0,medium
IN,325.6735898,1.362425297,0.663426997,0.602647723,high
IN,689.8235898,0.537294483,0.038149379,0.602647723,low
IN,402.2152564,0.439177239,4.737966714,0.602647723,low
IN,869.8235898,0.588465387,2.201498281,0.602647723,medium
IN,831.6819231,0.439177239,1.980251377,0.602647723,low
IN,402.2152564,0.439177239,1.980251377,0.602647723,low
IN,310.0319231,0.439177239,1.980251377,0.602647723,low
IN,343.4902564,0.439177239,1.980251377,0.602647723,low
IN,362.8985898,0.439177239,1.980251377,0.602647723,low
IN,363.1569231,0.439177239,1.980251377,0.602647723,low
IN,357.9819231,0.439177239,1.980251377,0.602647723,low
IN,304.7569231,0.439177239,1.980251377,0.602647723,low
IN,408.5652564,0.439177239,1.980251377,0.602647723,low
IN,327.7069231,0.439177239,1.980251377,0.602647723,low
IN,369.3735898,0.439177239,1.980251377,0.602647723,low
IN,348.4902564,0.439177239,1.980251377,0.602647723,low
IN,399.2152564,0.439177239,1.980251377,0.602647723,low
IN,360.4069231,0.439177239,1.980251377,0.602647723,low
IN,332.2985898,0.439177239,1.980251377,0.602647723,low
IN,317.8152564,0.439177239,1.980251377,0.602647723,low
IN,392.8652564,0.439177239,1.980251377,0.602647723,low
IN,375.9402564,0.439177239,1.980251377,0.602647723,low
IN,300.8402564,0.439177239,1.980251377,0.602647723,low
IN,334.4652564,0.439177239,1.980251377,0.602647723,low
IN,329.7152564,0.439177239,1.980251377,0.602647723,low
IN,343.1652564,0.439177239,1.980251377,0.602647723,low
IN,378.6819231,0.439177239,1.980251377,0.602647723,low
IN,373.9819231,0.439177239,1.980251377,0.602647723,low
IN,416.6652564,0.439177239,1.980251377,0.602647723,low
IN,439.9569231,0.439177239,1.980251377,0.602647723,low
IN,337.0652564,0.439177239,1.980251377,0.602647723,low
IN,345.9485898,0.439177239,1.980251377,0.602647723,low
IN,302.2652564,0.439177239,1.980251377,0.602647723,low
IN,460.9235898,0.439177239,1.980251377,0.602647723,low
IN,396.5902564,0.439177239,1.980251377,0.602647723,low
IN,419.8402564,0.439177239,1.980251377,0.602647723,low
IN,404.0319231,0.439177239,1.980251377,0.602647723,low
IN,407.8819231,0.439177239,1.980251377,0.602647723,low
IN,366.1319231,0.439177239,1.980251377,0.602647723,low
IN,302.2652564,0.439177239,1.980251377,0.602647723,low
IA,375.1902564,0.518105395,2.878882367,3.894504694,low
IA,394.4319231,0.588465387,3.719099167,1.557801878,medium
IA,307.1735898,0.614050838,4.724009624,0.389450469,medium
IA,431.2069231,0.556483572,3.594415832,3.115603755,medium
IA,341.1652564,0.594861749,2.562521667,1.168351408,medium
IA,279.8902564,0.569276298,2.1940545,1.947252347,medium
IA,477.3819231,0.614050838,3.111500529,0,medium
IA,423.3819231,0.543690846,2.435977388,3.115603755,low
IA,409.8235898,0.601258112,2.578339702,1.168351408,medium
IA,346.5485898,0.575672661,3.573014961,2.336702817,medium
IA,348.4985898,0.620447201,2.519719926,0.389450469,medium
IA,406.1235898,0.665221741,5.188315475,0,medium
IA,492.2235898,0.601258112,2.534607488,1.557801878,medium
IA,477.3819231,0.614050838,2.83049779,0.778900939,medium
IA,376.7319231,0.569276298,2.568104503,1.947252347,medium
IA,338.3735898,0.652429015,2.892839457,0,medium
IA,356.9152564,0.594861749,2.833289208,1.557801878,medium
IA,338.4902564,0.607654475,2.876090949,0.778900939,medium
IA,340.0735898,0.569276298,2.307572162,1.947252347,medium
IA,463.1985898,0.575672661,2.499249528,1.947252347,medium
IA,352.8069231,0.620447201,3.284568441,0.778900939,medium
IA,217.7235898,0.607654475,3.062185478,1.168351408,medium
IA,246.7985898,0.607654475,2.715119181,1.168351408,medium
IA,333.0985898,0.569276298,1.680433599,2.336702817,medium
IA,246.7985898,0.569276298,1.206823022,3.338146881,medium
IA,610.4985898,0.588465387,2.82026259,1.168351408,medium
IA,267.1569231,0.614050838,2.667665076,0.389450469,medium
IA,355.0652564,0.556483572,3.371102397,2.726153286,medium
IA,340.0735898,0.620447201,3.149649907,0.389450469,medium
IA,349.3985898,0.537294483,3.254793316,3.894504694,low
IA,761.1319231,0.582069024,3.084516822,1.557801878,medium
IA,433.4985898,0.582069024,2.52809418,1.947252347,medium
IA,434.8819231,0.562879935,2.293615073,2.726153286,medium
IA,200.4319231,0.626843564,2.701162092,0,medium
IA,376.6319231,0.439177239,1.980251377,0.602647723,low
IA,375.1485898,0.439177239,1.980251377,0.602647723,low
IA,366.8985898,0.439177239,1.980251377,0.602647723,low
IA,451.5902564,0.439177239,1.980251377,0.602647723,low
IA,307.8485898,0.439177239,1.980251377,0.602647723,low
IA,397.3652564,0.439177239,1.980251377,0.602647723,low
IA,366.0235898,0.439177239,1.980251377,0.602647723,low
IA,368.8985898,0.439177239,1.980251377,0.602647723,low
IA,442.2069231,0.439177239,1.980251377,0.602647723,low
IA,374.3902564,0.439177239,1.980251377,0.602647723,low
IA,763.2652564,0.439177239,1.980251377,0.602647723,low
IA,310.3652564,0.439177239,1.980251377,0.602647723,low
IA,468.9569231,0.439177239,1.980251377,0.602647723,low
IA,351.4735898,0.439177239,1.980251377,0.602647723,low
IA,431.6569231,0.439177239,1.980251377,0.602647723,low
IA,366.7985898,0.439177239,1.980251377,0.602647723,low
IA,383.9152564,0.439177239,1.980251377,0.602647723,low
IA,399.2735898,0.439177239,1.980251377,0.602647723,low
IA,418.3819231,0.439177239,1.980251377,0.602647723,low
IA,336.1985898,0.439177239,1.980251377,0.602647723,low
IA,378.6902564,0.439177239,1.980251377,0.602647723,low
IA,399.4402564,0.439177239,1.980251377,0.602647723,low
IA,396.7235898,0.439177239,1.980251377,0.602647723,low
IA,367.8319231,0.439177239,1.980251377,0.602647723,low
IA,301.0735898,0.439177239,1.980251377,0.602647723,low
IA,365.6652564,0.439177239,1.980251377,0.602647723,low
IA,337.0235898,0.439177239,1.980251377,0.602647723,low
IA,381.8402564,0.439177239,1.980251377,0.602647723,low
IA,465.0985898,0.439177239,1.980251377,0.602647723,low
IA,410.6152564,0.439177239,1.980251377,0.602647723,low
IA,399.2402564,0.439177239,1.980251377,0.602647723,low
IA,333.9485898,0.439177239,1.980251377,0.602647723,low
IA,306.7985898,0.439177239,1.980251377,0.602647723,low
IA,449.1235898,0.439177239,1.980251377,0.602647723,low
IA,318.7402564,0.439177239,1.980251377,0.602647723,low
IA,349.8569231,0.439177239,1.980251377,0.602647723,low
IA,383.4402564,0.439177239,1.980251377,0.602647723,low
IA,401.9735898,0.439177239,1.980251377,0.602647723,low
IA,381.4569231,0.439177239,1.980251377,0.602647723,low
IA,469.2069231,0.439177239,1.980251377,0.602647723,low
IA,315.4902564,0.439177239,1.980251377,0.602647723,low
IA,392.7235898,0.439177239,1.980251377,0.602647723,low
IA,408.0402564,0.439177239,1.980251377,0.602647723,low
IA,302.7235898,0.439177239,1.980251377,0.602647723,low
IA,345.8569231,0.439177239,1.980251377,0.602647723,low
IA,320.8152564,0.439177239,1.980251377,0.602647723,low
IA,369.7735898,0.439177239,1.980251377,0.602647723,low
IA,355.8985898,0.439177239,1.980251377,0.602647723,low
IA,412.8235898,0.439177239,1.980251377,0.602647723,low
IA,339.8152564,0.439177239,1.980251377,0.602647723,low
IA,360.0735898,0.439177239,1.980251377,0.602647723,low
IA,292.5652564,0.439177239,1.980251377,0.602647723,low
IA,314.0902564,0.439177239,1.980251377,0.602647723,low
IA,431.9819231,0.439177239,1.980251377,0.602647723,low
IA,342.4235898,0.439177239,1.980251377,0.602647723,low
IA,321.9152564,0.439177239,1.980251377,0.602647723,low
IA,308.8235898,0.439177239,1.980251377,0.602647723,low
IA,340.6235898,0.439177239,1.980251377,0.602647723,low
IA,326.9485898,0.439177239,1.980251377,0.602647723,low
IA,302.0152564,0.439177239,1.980251377,0.602647723,low
IA,487.7069231,0.439177239,1.980251377,0.602647723,low
IA,433.1902564,0.439177239,1.980251377,0.602647723,low
IA,362.0902564,0.439177239,1.980251377,0.602647723,low
IA,331.6652564,0.439177239,1.980251377,0.602647723,low
IA,405.6985898,0.439177239,1.980251377,0.602647723,low
IA,407.3319231,0.439177239,1.980251377,0.602647723,low
IA,350.4235898,0.439177239,1.980251377,0.602647723,low
IA,346.3402564,0.439177239,1.980251377,0.602647723,low
IA,344.0735898,0.439177239,1.980251377,0.602647723,low
IA,325.8485898,0.439177239,1.980251377,0.602647723,low
IA,265.6819231,0.439177239,1.980251377,0.602647723,low
IA,368.0735898,0.439177239,1.980251377,0.602647723,low
IA,345.8819231,0.439177239,1.980251377,0.602647723,low
IA,365.6235898,0.439177239,1.980251377,0.602647723,low
KS,285.1485898,0.607654475,2.30664169,1.168351408,medium
KS,465.8069231,0.620447201,2.400619427,2.336702817,medium
KS,373.2319231,0.562879935,2.96076396,1.557801878,medium
KS,394.6652564,0.633239927,3.86797479,0.778900939,medium
KS,363.0069231,0.652429015,3.439957373,0.389450469,medium
KS,389.9735898,0.588465387,3.6465223,2.726153286,medium
KS,334.9569231,0.658825378,2.449934477,0,medium
KS,382.1235898,0.601258112,3.224087719,1.557801878,medium
KS,429.5069231,0.614050838,2.836080625,0.778900939,medium
KS,414.0069231,0.646032653,4.179683126,0.389450469,medium
KS,356.2235898,0.614050838,4.960349677,0.778900939,medium
KS,364.7819231,0.524501758,2.569965449,0.602647723,low
KS,308.9819231,0.626843564,1.722304868,0.389450469,medium
KS,621.3235898,0.63963629,3.001704756,0,medium
KS,312.5569231,0.556483572,2.596018683,3.115603755,medium
KS,365.6569231,0.594861749,3.151510852,0.556357814,medium
KS,399.5485898,0.582069024,2.546703632,1.947252347,medium
KS,445.2152564,0.550087209,4.384387109,0.602647723,medium
KS,364.0735898,0.633239927,2.251743804,0.389450469,medium
KS,388.4069231,0.543690846,2.367122412,3.894504694,low
KS,362.7985898,0.594861749,3.796328396,0.778900939,medium
KS,426.9235898,0.658825378,2.936571671,0.389450469,medium
KS,450.4985898,0.569276298,2.730937216,2.336702817,medium
KS,506.6402564,0.614050838,4.000101906,3.338146881,medium
KS,468.1319231,0.48612358,0.95280399,0.602647723,low
KS,322.9569231,0.575672661,3.671645062,2.336702817,medium
KS,202.3652564,0.63963629,3.149649907,0,medium
KS,202.3652564,0.646032653,2.985886721,0,medium
KS,465.8069231,0.620447201,2.414576517,0.556357814,medium
KS,238.6069231,0.594861749,2.55973025,1.947252347,medium
KS,298.6902564,0.620447201,3.11894431,0.389450469,medium
KS,308.0319231,0.556483572,3.233392445,3.115603755,medium
KS,362.8069231,0.633239927,2.752338087,1.168351408,medium
KS,343.7069231,0.633239927,3.732125784,0,medium
KS,710.2569231,0.460538129,0.765778988,0.602647723,low
KS,379.5319231,0.620447201,3.550683618,0.778900939,medium
KS,614.1235898,0.671618104,3.761900908,0,medium
KS,910.0985898,0.658825378,3.274333242,0.389450469,medium
KS,635.2819231,0.543690846,1.313827376,4.450862508,low
KS,788.8569231,0.633239927,3.046367443,0,medium
KS,635.2819231,0.588465387,1.11470623,1.557801878,medium
KS,394.6652564,0.537294483,1.963297283,4.450862508,low
KS,861.0235898,0.575672661,0.843008217,3.894504694,medium
KS,298.6902564,0.594861749,1.493408597,0.556357814,medium
KS,365.4069231,0.633239927,4.693304027,0.778900939,medium
KS,861.0235898,0.601258112,0.279141794,0.602647723,medium
KS,635.2819231,0.582069024,1.187283097,2.781789067,medium
KS,621.7152564,0.614050838,2.573687339,0.778900939,medium
KS,429.5069231,0.569276298,3.40366894,4.450862508,medium
KS,663.8735898,0.439177239,1.980251377,0.602647723,low
KS,771.7402564,0.601258112,2.542051269,0.778900939,medium
KS,334.5985898,0.575672661,1.01979802,0.602647723,medium
KS,393.1819231,0.439177239,1.980251377,0.602647723,low
KS,380.9485898,0.439177239,1.980251377,0.602647723,low
KS,328.8985898,0.439177239,1.980251377,0.602647723,low
KS,316.0902564,0.439177239,1.980251377,0.602647723,low
KS,331.6402564,0.439177239,1.980251377,0.602647723,low
KS,327.5485898,0.439177239,1.980251377,0.602647723,low
KS,259.8819231,0.439177239,1.980251377,0.602647723,low
KS,290.1402564,0.439177239,1.980251377,0.602647723,low
KS,385.9680787,0.439177239,1.980251377,0.602647723,low
KS,392.7569231,0.439177239,1.980251377,0.602647723,low
KS,315.7152564,0.439177239,1.980251377,0.602647723,low
KS,288.7235898,0.439177239,1.980251377,0.602647723,low
KS,298.7319231,0.439177239,1.980251377,0.602647723,low
KS,360.7819231,0.439177239,1.980251377,0.602647723,low
KS,393.8902564,0.439177239,1.980251377,0.602647723,low
KS,302.6485898,0.439177239,1.980251377,0.602647723,low
KS,308.2652564,0.439177239,1.980251377,0.602647723,low
KS,384.8902564,0.439177239,1.980251377,0.602647723,low
KS,359.9985898,0.439177239,1.980251377,0.602647723,low
KS,370.6735898,0.439177239,1.980251377,0.602647723,low
KS,414.1819231,0.439177239,1.980251377,0.602647723,low
KS,354.5985898,0.439177239,1.980251377,0.602647723,low
KS,361.7652564,0.439177239,1.980251377,0.602647723,low
KS,374.5235898,0.439177239,1.980251377,0.602647723,low
KS,304.6319231,0.439177239,1.980251377,0.602647723,low
KS,422.5902564,0.439177239,1.980251377,0.602647723,low
KS,395.3735898,0.439177239,1.980251377,0.602647723,low
KS,471.8902564,0.439177239,1.980251377,0.602647723,low
KS,379.6152564,0.439177239,1.980251377,0.602647723,low
KS,283.3985898,0.439177239,1.980251377,0.602647723,low
KS,328.9235898,0.439177239,1.980251377,0.602647723,low
KS,287.7485898,0.439177239,1.980251377,0.602647723,low
KS,317.4819231,0.439177239,1.980251377,0.602647723,low
KS,414.2152564,0.439177239,1.980251377,0.602647723,low
KS,334.9569231,0.439177239,1.980251377,0.602647723,low
KS,316.9319231,0.439177239,1.980251377,0.602647723,low
KS,272.9819231,0.439177239,1.980251377,0.602647723,low
KS,357.5819231,0.439177239,1.980251377,0.602647723,low
KS,266.7985898,0.439177239,1.980251377,0.602647723,low
KS,300.3652564,0.439177239,1.980251377,0.602647723,low
KS,282.3152564,0.439177239,1.980251377,0.602647723,low
KS,318.7819231,0.439177239,1.980251377,0.602647723,low
KS,295.4902564,0.439177239,1.980251377,0.602647723,low
KS,366.3985898,0.439177239,1.980251377,0.602647723,low
KS,406.2569231,0.439177239,1.980251377,0.602647723,low
KS,330.9319231,0.439177239,1.980251377,0.602647723,low
KS,358.3819231,0.439177239,1.980251377,0.602647723,low
KS,420.4569231,0.439177239,1.980251377,0.602647723,low
KS,444.2152564,0.439177239,1.980251377,0.602647723,low
KS,466.4319231,0.439177239,1.980251377,0.602647723,low
KS,342.2569231,0.439177239,1.980251377,0.602647723,low
KS,290.6402564,0.439177239,1.980251377,0.602647723,low
KS,376.1652564,0.439177239,1.980251377,0.602647723,low
KS,340.1652564,0.439177239,1.980251377,0.602647723,low
KS,289.9735898,0.439177239,1.980251377,0.602647723,low
KS,317.7319231,0.439177239,1.980251377,0.602647723,low
KS,364.9235898,0.439177239,1.980251377,0.602647723,low
KS,361.2402564,0.439177239,1.980251377,0.602647723,low
KS,331.8319231,0.439177239,1.980251377,0.602647723,low
KS,342.7235898,0.439177239,1.980251377,0.602647723,low
KS,340.3985898,0.439177239,1.980251377,0.602647723,low
KS,343.9985898,0.439177239,1.980251377,0.602647723,low
KS,484.6235898,0.439177239,1.980251377,0.602647723,low
KS,335.0319231,0.439177239,1.980251377,0.602647723,low
KS,296.5735898,0.439177239,1.980251377,0.602647723,low
KS,373.5485898,0.439177239,1.980251377,0.602647723,low
KS,329.1485898,0.439177239,1.980251377,0.602647723,low
KS,315.7069231,0.439177239,1.980251377,0.602647723,low
KS,365.8152564,0.439177239,1.980251377,0.602647723,low
