State,Median Income,Medicare spending per patient,Skilled Nursing Facility,Weighted Efficiency Domain Score,spending
PA,186.4652564,0.665221741,2.818401645,0,medium
PA,446.8902564,0.646032653,4.153629892,0,medium
PA,348.3319231,0.658825378,1.932591686,0,medium
PA,654.8319231,0.671618104,4.286687481,0,medium
PA,646.7069231,0.646032653,3.582319688,0,medium
PA,481.0069231,0.620447201,3.480898169,0.389450469,medium
PA,332.0069231,0.543690846,2.410854626,3.115603755,low
PA,385.9680787,0.678014467,2.64440326,0,medium
PA,518.4985898,0.63963629,2.014473279,0,medium
PA,690.1735898,0.665221741,2.475057239,0,medium
PA,541.1569231,0.646032653,3.238044809,0,medium
PA,463.3902564,0.690807193,2.88353473,0,medium
PA,406.2069231,0.68441083,5.583766349,0,medium
PA,485.6569231,0.716392644,2.660221295,0,medium
PA,447.1652564,0.633239927,1.955853502,0.389450469,medium
PA,385.9680787,0.722789007,3.002635229,0,medium
PA,403.9402564,0.434952677,0,0.602647723,low
PA,385.9680787,0.498916306,0,0.602647723,low
PA,501.6069231,0.652429015,2.047970294,0.389450469,medium
PA,481.1069231,0.68441083,3.782371307,1.168351408,medium
PA,359.6735898,0.652429015,2.00795997,0.602647723,medium
PA,244.0402564,0.741978096,0.430808835,0,medium
PA,541.1569231,0.633239927,1.548306483,0,medium
PA,538.4402564,0.607654475,1.239389565,0.556357814,medium
PA,554.0402564,0.620447201,1.176117425,2.225431254,medium
PA,512.5235898,0.53089812,0.287516048,5.007220321,low
PA,397.5902564,0.652429015,3.026827518,0,medium
PA,648.3485898,0.946661709,1.003979985,0,high
PA,518.3485898,0.607654475,0.395450875,1.66907344,medium
PA,583.1152564,0.607654475,3.434374537,1.168351408,medium
PA,416.8985898,0.569276298,0.425225999,3.894504694,medium
PA,485.6569231,0.658825378,2.961694433,0,medium
PA,619.6735898,0.678014467,3.430652646,0,medium
PA,391.1902564,0.439177239,1.980251377,0.602647723,low
PA,379.4652564,0.439177239,1.980251377,0.602647723,low
PA,312.4069231,0.439177239,1.980251377,0.602647723,low
PA,351.7985898,0.439177239,1.980251377,0.602647723,low
PA,217.9235898,0.439177239,1.980251377,0.602647723,low
PA,320.7402564,0.439177239,1.980251377,0.602647723,low
PA,363.9902564,0.439177239,1.980251377,0.602647723,low
PA,365.6819231,0.439177239,1.980251377,0.602647723,low
PA,298.4569231,0.439177239,1.980251377,0.602647723,low
PA,331.0819231,0.439177239,1.980251377,0.602647723,low
PA,317.9402564,0.439177239,1.980251377,0.602647723,low
PA,332.4902564,0.439177239,1.980251377,0.602647723,low
PA,365.1569231,0.439177239,1.980251377,0.602647723,low
PA,252.3652564,0.439177239,1.980251377,0.602647723,low
PA,186.4652564,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
PR,385.9680787,0.439177239,1.980251377,0.602647723,low
RI,292.9485898,0.665221741,3.524630384,0.389450469,medium
RI,336.4402564,0.652429015,2.708605873,0,medium
RI,367.5152564,0.678014467,4.275521809,0,medium
RI,490.1235898,0.652429015,4.590021563,0.389450469,medium
RI,385.9680787,0.646032653,3.592554887,0,medium
RI,590.3985898,0.601258112,3.161746052,1.947252347,medium
RI,499.6152564,0.665221741,3.324578765,0.778900939,medium
RI,287.5235898,0.620447201,0.718324883,0.389450469,medium
RI,337.1402564,0.646032653,3.26316757,0.389450469,medium
RI,538.0235898,0.658825378,3.501368567,0,medium
RI,511.6569231,0.614050838,3.596276777,1.168351408,medium
SC,342.6069231,0.678014467,2.635098534,0,medium
SC,385.9680787,0.633239927,1.450606855,0,medium
SC,235.4319231,0.562879935,1.338019665,3.115603755,medium
SC,251.9652564,0.614050838,2.533677015,0.778900939,medium
SC,470.6402564,0.63963629,3.243627644,0,medium
SC,341.5319231,0.620447201,2.569034976,0,medium
SC,352.8319231,0.68441083,3.86797479,0,medium
SC,362.8402564,0.633239927,4.086635862,0,medium
SC,305.0485898,0.697203556,4.951975423,0.602647723,medium
SC,266.3819231,0.646032653,2.244300023,0,medium
SC,273.5985898,0.620447201,1.998655244,1.557801878,medium
SC,298.2652564,0.607654475,1.473868672,1.168351408,medium
SC,283.5319231,0.652429015,3.343188218,0,medium
SC,299.5235898,0.633239927,2.783043685,0.389450469,medium
SC,419.4985898,0.690807193,2.799792192,0,medium
SC,258.1569231,0.646032653,2.011681861,0,medium
SC,550.9735898,0.620447201,4.018711359,0.389450469,medium
SC,310.7485898,0.588465387,1.691599271,1.947252347,medium
SC,649.1735898,0.582069024,3.474384861,1.557801878,medium
SC,296.2402564,0.658825378,4.580716837,0.778900939,medium
SC,265.5235898,0.678014467,3.985214343,0,medium
SC,275.9152564,0.582069024,2.794209356,1.947252347,medium
SC,342.5485898,0.658825378,3.989866707,0,medium
SC,365.9569231,0.601258112,1.788368426,1.168351408,medium
SC,255.9985898,0.620447201,1.228223893,0.389450469,medium
SC,291.6735898,0.614050838,3.66047939,0.389450469,medium
SC,224.1235898,0.588465387,1.770689446,3.115603755,medium
SC,254.1819231,0.582069024,1.984698154,2.336702817,medium
SC,199.3235898,0.614050838,4.804960745,0.602647723,medium
SC,269.8902564,0.569276298,2.326181615,2.726153286,medium
SC,474.3235898,0.626843564,2.734659107,0.389450469,medium
SC,265.8902564,0.614050838,2.284310346,3.115603755,medium
SC,401.2652564,0.620447201,1.810699769,0.389450469,medium
SC,250.5319231,0.626843564,2.608114827,0.389450469,medium
SC,277.1069231,0.626843564,2.18009741,0.389450469,medium
SC,316.2319231,0.614050838,1.951201139,0.778900939,medium
SC,294.1402564,0.646032653,1.967949647,0,medium
SC,292.0569231,0.575672661,1.854431984,3.894504694,medium
SC,358.7152564,0.63963629,2.800722665,0,medium
SC,335.3402564,0.626843564,3.270611351,0.389450469,medium
SC,297.0152564,0.652429015,2.503901891,0,medium
SC,385.9680787,0.652429015,3.198034485,0.389450469,medium
SC,306.6985898,0.658825378,3.070559732,0,medium
SC,382.5819231,0.658825378,2.786765575,0,medium
SC,411.0902564,0.626843564,2.106590071,0,medium
SC,385.9680787,0.658825378,2.434116442,0,medium
SC,424.6485898,0.63963629,2.064718802,0,medium
SC,600.7485898,0.665221741,3.012870428,0.778900939,medium
SC,410.3902564,0.626843564,1.369655735,0,medium
SC,424.0985898,0.607654475,1.65251942,0.778900939,medium
SC,351.6985898,0.63963629,3.016592319,0.389450469,medium
SC,447.7402564,0.550087209,1.68787738,3.894504694,medium
SC,438.3069231,0.626843564,3.141275653,0,medium
SC,705.9819231,0.594861749,2.389453755,1.66907344,medium
SC,272.1485898,0.601258112,1.849779621,1.168351408,medium
SC,554.6235898,0.439177239,1.980251377,0.602647723,low
SC,202.0735898,0.439177239,1.980251377,0.602647723,low
SC,262.8235898,0.439177239,1.980251377,0.602647723,low
SC,263.8485898,0.439177239,1.980251377,0.602647723,low
SC,210.5569231,0.439177239,1.980251377,0.602647723,low
SC,270.7235898,0.439177239,1.980251377,0.602647723,low
SD,367.6985898,0.562879935,2.868647168,2.336702817,medium
SD,352.5319231,0.537294483,2.984956249,3.115603755,low
SD,706.8235898,0.594861749,3.6465223,1.557801878,medium
SD,347.5069231,0.594861749,4.323906387,1.557801878,medium
SD,365.2819231,0.607654475,3.915428895,1.168351408,medium
SD,435.5485898,0.556483572,2.752338087,3.115603755,medium
SD,429.4402564,0.620447201,2.748616197,0.389450469,medium
SD,429.4402564,0.626843564,2.506693309,0.389450469,medium
SD,352.1319231,0.607654475,4.715635371,1.168351408,medium
SD,322.9485898,0.626843564,2.925405999,0,medium
SD,259.2735898,0.524501758,1.045851254,0.602647723,low
SD,527.8152564,0.439177239,1.980251377,0.602647723,low
SD,211.9152564,0.439177239,1.980251377,0.602647723,low
SD,193.7235898,0.498916306,0.120030971,0.602647723,low
SD,546.4735898,0.582069024,2.316876889,2.781789067,medium
SD,430.6235898,0.550087209,2.048900767,4.450862508,medium
SD,432.6569231,0.569276298,1.9865591,3.338146881,medium
SD,365.2819231,0.671618104,6.194156405,0,medium
SD,322.9485898,0.439177239,1.980251377,0.602647723,low
SD,352.1319231,0.439177239,1.980251377,0.602647723,low
SD,652.5902564,0.626843564,1.246833346,1.168351408,medium
SD,706.8235898,0.601258112,5.046883633,3.894504694,medium
SD,385.9680787,0.633239927,4.444867831,0,medium
SD,327.2152564,0.439177239,1.980251377,0.602647723,low
SD,366.7402564,0.439177239,1.980251377,0.602647723,low
SD,397.5402564,0.439177239,1.980251377,0.602647723,low
SD,274.8569231,0.439177239,1.980251377,0.602647723,low
SD,285.5235898,0.439177239,1.980251377,0.602647723,low
SD,299.0902564,0.439177239,1.980251377,0.602647723,low
SD,341.8569231,0.439177239,1.980251377,0.602647723,low
SD,258.7902564,0.439177239,1.980251377,0.602647723,low
SD,336.2902564,0.439177239,1.980251377,0.602647723,low
SD,350.9235898,0.439177239,1.980251377,0.602647723,low
SD,425.8985898,0.439177239,1.980251377,0.602647723,low
SD,342.6319231,0.439177239,1.980251377,0.602647723,low
SD,295.0485898,0.439177239,1.980251377,0.602647723,low
SD,367.7485898,0.439177239,1.980251377,0.602647723,low
SD,339.6235898,0.439177239,1.980251377,0.602647723,low
SD,352.3652564,0.439177239,1.980251377,0.602647723,low
SD,351.9069231,0.439177239,1.980251377,0.602647723,low
SD,387.8235898,0.439177239,1.980251377,0.602647723,low
SD,386.2152564,0.439177239,1.980251377,0.602647723,low
SD,475.1485898,0.439177239,1.980251377,0.602647723,low
SD,377.0735898,0.439177239,1.980251377,0.602647723,low
SD,408.9069231,0.439177239,1.980251377,0.602647723,low
SD,327.0152564,0.439177239,1.980251377,0.602647723,low
SD,340.5485898,0.439177239,1.980251377,0.602647723,low
SD,263.6985898,0.439177239,1.980251377,0.602647723,low
SD,366.7152564,0.439177239,1.980251377,0.602647723,low
SD,281.5569231,0.439177239,1.980251377,0.602647723,low
TN,270.5902564,0.626843564,4.220623923,0,medium
TN,229.9902564,0.652429015,3.419486975,0,medium
TN,416.8319231,0.68441083,3.72747342,0,medium
TN,253.9319231,0.665221741,3.18593834,0,medium
TN,309.1819231,0.588465387,2.333625397,1.168351408,medium
TN,311.8819231,0.652429015,3.921011731,5.452306572,medium
TN,302.0569231,0.607654475,3.426000283,0.778900939,medium
TN,268.3402564,0.492519943,1.435719293,7.789009389,low
TN,376.5569231,0.614050838,3.207339211,0.389450469,medium
TN,312.7235898,0.665221741,2.449934477,0,medium
TN,332.5819231,0.614050838,2.515067563,0.778900939,medium
TN,318.3485898,0.601258112,4.656085121,6.815383215,medium
TN,385.9680787,0.671618104,2.424811716,0,medium
TN,251.2152564,0.68441083,4.435563104,0,medium
TN,299.7735898,0.607654475,3.915428895,1.557801878,medium
TN,300.0402564,0.582069024,2.647194678,1.557801878,medium
TN,757.2069231,0.646032653,3.939621184,0.389450469,medium
TN,335.1569231,0.652429015,3.121735728,0,medium
TN,314.5652564,0.614050838,3.604651031,0.778900939,medium
TN,262.2652564,0.582069024,2.422950771,6.231207511,medium
TN,228.1569231,0.658825378,3.655827027,0,medium
TN,438.6069231,0.614050838,3.45670588,0.778900939,medium
TN,369.6652564,0.652429015,2.985886721,0,medium
TN,385.9680787,0.626843564,1.653449892,0.389450469,medium
TN,262.8735898,0.646032653,4.878468084,0,medium
TN,335.0319231,0.646032653,2.998913339,0,medium
TN,383.4069231,0.633239927,2.164279375,0,medium
TN,323.5485898,0.646032653,1.998655244,0,medium
TN,309.1069231,0.658825378,2.112172907,0,medium
TN,268.3652564,0.594861749,3.141275653,1.947252347,medium
TN,529.9152564,0.633239927,3.29480364,0,medium
TN,286.2735898,0.671618104,4.359264347,0,medium
TN,230.2069231,0.569276298,3.293873167,1.947252347,medium
TN,303.2985898,0.63963629,2.35595674,0,medium
TN,283.0819231,0.626843564,2.804444555,0.389450469,medium
TN,305.2069231,0.652429015,4.349029148,0.602647723,medium
TN,266.0985898,0.709996282,5.042231269,0,medium
TN,308.1735898,0.646032653,2.592296792,0,medium
TN,377.2152564,0.658825378,3.412043193,0,medium
TN,335.1569231,0.652429015,2.695579256,0.389450469,medium
TN,385.9680787,0.652429015,4.509070443,0,medium
TN,238.6569231,0.697203556,5.957816353,0,medium
TN,281.2735898,0.665221741,4.183405017,0,medium
TN,387.6069231,0.626843564,4.397413726,0.778900939,medium
TN,304.2152564,0.594861749,3.639078519,1.557801878,medium
TN,692.6735898,0.633239927,2.613697663,0,medium
TN,243.6569231,0.614050838,3.017522791,0.973626174,medium
TN,299.2485898,0.614050838,3.523699911,1.557801878,medium
TN,203.1652564,0.620447201,2.763503759,0.389450469,medium
TN,344.3569231,0.658825378,4.645849922,0,medium
TN,189.4235898,0.652429015,3.031479881,0.389450469,medium
TN,261.2319231,0.594861749,4.104314842,1.168351408,medium
TN,541.1152564,0.556483572,2.657429877,2.726153286,medium
TN,179.8652564,0.620447201,1.641353748,1.557801878,medium
TN,249.0402564,0.626843564,2.639750897,0.389450469,medium
TN,62.74858977,0.626843564,2.777460849,0.389450469,medium
TN,326.6069231,0.671618104,3.974048672,0.778900939,medium
TN,278.4985898,0.588465387,3.688393569,3.338146881,medium
TN,282.1069231,0.63963629,4.811474053,1.168351408,medium
TN,385.9680787,0.626843564,2.737450525,0.389450469,medium
TN,281.3319231,0.678014467,3.691184987,0,medium
TN,266.7735898,0.614050838,3.496716204,0.602647723,medium
TN,326.9235898,0.665221741,3.39343374,0,medium
TN,295.4985898,0.607654475,3.545100782,0.778900939,medium
TN,466.3569231,0.646032653,3.478106751,0,medium
TN,281.3485898,0.626843564,3.40739083,0,medium
TN,186.0902564,0.665221741,2.378288084,0.389450469,medium
TN,229.8069231,0.614050838,2.190332609,1.46043926,medium
TN,203.1652564,0.646032653,2.239647659,0,medium
TN,279.2819231,0.780356273,2.382940447,0,high
TN,230.3652564,0.658825378,2.315015944,0,medium
TN,410.7319231,0.72918537,5.048744578,0.602647723,medium
TN,498.9485898,0.614050838,2.730937216,0.778900939,medium
TN,280.0152564,0.665221741,4.855206268,0.602647723,medium
TN,280.1902564,0.633239927,4.278313227,0,medium
TN,312.9319231,0.63963629,2.228481988,0,medium
TN,220.9652564,0.537294483,1.515739941,3.115603755,low
TN,272.3235898,0.68441083,5.368827168,0.602647723,medium
TN,324.8569231,0.716392644,4.656085121,0.389450469,medium
TN,492.4652564,0.678014467,3.167328887,0,medium
TN,308.1735898,0.594861749,2.32432067,1.947252347,medium
TN,260.8985898,0.63963629,2.775599903,0.778900939,medium
TN,313.9069231,0.626843564,2.779321794,1.168351408,medium
TN,479.1485898,0.646032653,2.507623781,0,medium
TN,280.6069231,0.620447201,3.466010607,0.389450469,medium
TN,434.6069231,0.671618104,3.950786856,0,medium
TN,575.3235898,0.620447201,2.702092564,0.778900939,medium
TN,373.4735898,0.690807193,3.34411869,0,medium
TN,320.7069231,0.646032653,3.689324042,0.602647723,medium
TN,230.3652564,0.575672661,0.595502494,4.673405633,medium
TN,466.3485898,0.678014467,4.132229021,0,medium
TN,576.3735898,0.671618104,2.272214202,0,medium
TN,529.9152564,0.439177239,1.980251377,0.602647723,low
TN,285.9902564,0.805941725,7.516358035,0.602647723,high
TN,326.3902564,0.439177239,1.980251377,0.602647723,low
TN,335.9902564,0.439177239,1.980251377,0.602647723,low
TN,270.6985898,0.439177239,1.980251377,0.602647723,low
TN,340.0569231,0.439177239,1.980251377,0.602647723,low
TN,309.1819231,0.439177239,1.980251377,0.602647723,low
TN,308.9735898,0.439177239,1.980251377,0.602647723,low
TN,295.3485898,0.439177239,1.980251377,0.602647723,low
TN,377.0819231,0.439177239,1.980251377,0.602647723,low
TN,194.1069231,0.439177239,1.980251377,0.602647723,low
TN,272.2735898,0.439177239,1.980251377,0.602647723,low
TN,259.2902564,0.439177239,1.980251377,0.602647723,low
TN,284.8902564,0.439177239,1.980251377,0.602647723,low
TX,243.0902564,0.652429015,1.470146781,0,medium
TX,369.3069231,0.703599919,2.34199965,0,medium
TX,377.7152564,0.665221741,4.05779121,0,medium
TX,237.4652564,0.68441083,2.759781868,0,medium
TX,414.4652564,0.646032653,2.674178385,0,medium
TX,307.3485898,0.594861749,1.588316807,1.168351408,medium
TX,385.9680787,0.646032653,2.323390197,0,medium
TX,307.9735898,0.658825378,2.715119181,0,medium
TX,322.5819231,0.633239927,2.789556993,0,medium
TX,152.0402564,0.665221741,1.953992557,0,medium
TX,237.5569231,0.68441083,1.943757358,0,medium
TX,385.7569231,0.626843564,1.566915936,0,medium
TX,250.0985898,0.626843564,3.135692817,0.389450469,medium
TX,289.4902564,0.646032653,2.32432067,0.389450469,medium
TX,230.6902564,0.671618104,2.043317931,0,medium
TX,627.7652564,0.658825378,1.374308098,0,medium
TX,324.4569231,0.63963629,2.803514083,0,medium
TX,189.6319231,0.665221741,2.417367935,0,medium
TX,331.5652564,0.652429015,2.718841072,0,medium
TX,533.1319231,0.633239927,3.449262099,0,medium
TX,385.9680787,0.646032653,1.41710984,0,medium
TX,295.9485898,0.652429015,3.290151277,0.389450469,medium
TX,225.3819231,0.63963629,1.89537278,0,medium
TX,361.3819231,0.594861749,5.305555028,0.602647723,medium
TX,385.9680787,0.601258112,2.550425523,1.168351408,medium
TX,317.7402564,0.607654475,3.395294686,0.389450469,medium
TX,121.5819231,0.671618104,1.740914321,0,medium
TX,214.8235898,0.658825378,2.665804131,0,medium
TX,520.2569231,0.72918537,2.714188709,0,medium
TX,210.2152564,0.658825378,2.991469557,0,medium
TX,615.4402564,0.620447201,1.991211463,0.778900939,medium
TX,373.0485898,0.575672661,2.900283238,0.602647723,medium
TX,96.0819231,0.569276298,3.51997802,0.602647723,medium
TX,314.6402564,0.678014467,2.202428753,0,medium
TX,337.6069231,0.633239927,2.989608612,1.168351408,medium
TX,373.5569231,0.716392644,4.470921065,0,medium
TX,375.8319231,0.68441083,2.557869304,0,medium
TX,322.1569231,0.569276298,1.604134842,1.947252347,medium
TX,467.0069231,0.690807193,3.894028024,0,medium
TX,380.0819231,0.678014467,4.461616338,2.225431254,medium
TX,232.4985898,0.722789007,1.542723647,0,medium
TX,358.2652564,0.722789007,2.890048039,0.778900939,medium
TX,328.6235898,0.614050838,2.97472105,0.389450469,medium
TX,533.1319231,0.63963629,4.011267578,0,medium
TX,375.8319231,0.678014467,2.295476018,0,medium
TX,404.1985898,0.697203556,4.495113353,0,medium
TX,243.0902564,0.658825378,1.487825761,0,medium
TX,464.0985898,0.652429015,5.701936376,0.389450469,medium
TX,431.6402564,0.658825378,2.125199524,0,medium
TX,544.6069231,0.678014467,2.555077886,0.389450469,medium
TX,255.7069231,0.614050838,2.017264697,0.778900939,medium
TX,214.8235898,0.646032653,2.408063208,0.778900939,medium
TX,332.4235898,0.652429015,1.806977879,0.389450469,medium
TX,310.7152564,0.68441083,2.236856241,0,medium
TX,189.6319231,0.68441083,3.212922047,0.389450469,medium
TX,189.6319231,0.671618104,1.747427629,0.389450469,medium
TX,372.0652564,0.556483572,2.533677015,0.602647723,medium
TX,418.8819231,0.620447201,1.364072899,5.452306572,medium
TX,385.9680787,0.658825378,2.659290823,0,medium
TX,412.1402564,0.646032653,3.742360983,0.389450469,medium
TX,497.2402564,0.620447201,2.117755743,0.389450469,medium
TX,314.6735898,0.575672661,2.875160477,3.115603755,medium
TX,351.8735898,0.601258112,3.405529885,3.338146881,medium
TX,276.2319231,0.63963629,2.838872043,0,medium
TX,305.4735898,0.626843564,2.732798162,0,medium
TX,408.3819231,0.633239927,3.935899293,1.557801878,medium
TX,323.5069231,0.658825378,1.849779621,0,medium
TX,299.0985898,0.626843564,3.235253391,0,medium
TX,321.1235898,0.556483572,1.820934969,3.894504694,medium
TX,537.8735898,0.716392644,2.662082241,0,medium
TX,342.9735898,0.562879935,2.858411969,3.115603755,medium
TX,275.1319231,0.716392644,4.071748299,0,medium
TX,292.9069231,0.594861749,4.137811857,1.557801878,medium
TX,210.2152564,0.652429015,1.564124518,0,medium
TX,309.3985898,0.68441083,5.319512118,0.602647723,medium
TX,264.4319231,0.665221741,2.241508605,0.389450469,medium
TX,319.5069231,0.690807193,1.743705739,0,medium
TX,354.1985898,0.716392644,3.273402769,0,medium
TX,321.4152564,0.68441083,1.957714447,0,medium
TX,393.5652564,0.633239927,4.015919941,0,medium
TX,334.1735898,0.678014467,3.261306625,0,medium
TX,272.9069231,0.626843564,1.975393428,0,medium
TX,243.0069231,0.703599919,3.599068195,0.973626174,medium
TX,326.4652564,0.588465387,3.649313718,2.726153286,medium
TX,353.6402564,0.492519943,1.845127257,5.563578135,low
TX,513.0652564,0.68441083,1.384543297,0,medium
TX,184.5402564,0.633239927,2.448073532,0.389450469,medium
TX,321.4152564,0.652429015,2.711397291,0,medium
TX,352.9569231,0.690807193,5.408837492,0,medium
TX,353.6069231,0.665221741,3.696767823,0,medium
TX,190.7735898,0.68441083,2.630446171,0,medium
TX,391.4735898,0.63963629,4.082913971,0.602647723,medium
TX,310.0069231,0.556483572,2.091702509,0.602647723,medium
TX,455.7652564,0.556483572,2.963555378,0.602647723,medium
TX,491.0819231,0.671618104,3.627912847,0,medium
TX,291.4652564,0.671618104,3.466010607,0,medium
TX,364.2069231,0.68441083,3.077073041,0,medium
TX,338.6569231,0.626843564,2.046109349,0.778900939,medium
TX,446.3819231,0.652429015,3.448331627,0,medium
TX,268.6069231,0.741978096,5.19017642,0.602647723,medium
TX,327.7235898,0.716392644,2.253604749,0.602647723,medium
TX,385.9680787,0.626843564,2.184749773,0.778900939,medium
TX,289.8485898,0.498916306,1.436649766,0.602647723,low
TX,378.3319231,0.678014467,2.747685724,0.389450469,medium
TX,570.7069231,0.722789007,3.748874291,0,medium
TX,466.0569231,0.652429015,3.329231128,0.389450469,medium
TX,242.4485898,0.646032653,1.820004496,0.602647723,medium
TX,257.4819231,0.678014467,2.011681861,0.389450469,medium
TX,238.8069231,0.68441083,4.403927034,0,medium
TX,301.9902564,0.665221741,6.004339986,0,medium
TX,260.8485898,0.697203556,3.448331627,0,medium
TX,210.2152564,0.63963629,1.808838824,0,medium
TX,415.7819231,0.601258112,3.365519561,2.225431254,medium
TX,370.4402564,0.665221741,5.482344831,0,medium
TX,497.0819231,0.646032653,3.346910108,0,medium
TX,354.4985898,0.690807193,5.209716346,0,medium
TX,444.1152564,0.780356273,4.202944943,0.389450469,high
TX,272.9069231,0.665221741,2.49645811,0,medium
TX,289.2152564,0.652429015,3.206408739,0,medium
TX,280.3069231,0.68441083,3.59720725,0,medium
TX,311.3569231,0.626843564,3.258515207,0,medium
TX,331.5985898,0.582069024,3.746082873,2.920878521,medium
TX,434.3485898,0.722789007,3.15430227,0,medium
TX,287.6735898,0.63963629,2.775599903,0,medium
TX,481.8069231,0.678014467,2.650916569,0.389450469,medium
TX,460.0402564,0.646032653,1.244972401,1.66907344,medium
TX,459.4819231,0.658825378,2.998913339,0,medium
TX,121.5819231,0.658825378,1.850710093,0,medium
TX,332.5319231,0.646032653,4.146186111,0,medium
TX,86.5569231,0.620447201,4.445798303,0,medium
TX,300.5319231,0.63963629,3.590693941,0,medium
TX,330.7652564,0.68441083,3.06962926,0,medium
TX,356.6735898,0.722789007,4.748201913,0,medium
TX,385.9680787,0.658825378,3.512534239,0,medium
TX,399.0235898,0.63963629,4.55373313,0.778900939,medium
TX,355.4319231,0.620447201,3.048228389,0.778900939,medium
TX,385.7152564,0.818734451,7.034373205,0.602647723,high
TX,294.6735898,0.633239927,2.254535222,0.602647723,medium
TX,354.3485898,0.665221741,5.14086137,0,medium
TX,292.1569231,0.582069024,3.134762345,1.557801878,medium
TX,274.6235898,0.741978096,3.485550532,0,medium
TX,275.0902564,0.72918537,2.049831239,0,medium
TX,827.9735898,0.767563548,3.748874291,0,high
TX,322.1902564,0.607654475,3.721890585,1.168351408,medium
TX,528.7819231,0.646032653,2.014473279,0,medium
TX,696.5402564,0.678014467,3.11894431,0,medium
TX,342.9735898,0.703599919,3.751665709,0,medium
TX,280.2569231,0.588465387,2.730937216,1.168351408,medium
TX,288.7652564,0.671618104,3.719099167,0,medium
TX,516.4485898,0.473330854,1.394778497,0.602647723,low
TX,245.2819231,0.626843564,4.109897678,0,medium
TX,291.8235898,0.633239927,3.246419062,2.336702817,medium
TX,271.9652564,0.575672661,2.867716695,0.778900939,medium
TX,309.7235898,0.658825378,4.785420819,0,medium
TX,483.5485898,0.646032653,3.027757991,0,medium
TX,395.9485898,0.690807193,5.374410004,0,medium
TX,351.6402564,0.735581733,4.717496316,0,medium
TX,433.8402564,0.626843564,3.241766699,0.389450469,medium
TX,335.8402564,0.665221741,5.417211746,0,medium
TX,1106.32359,0.68441083,3.613025285,0.778900939,medium
TX,443.8235898,0.709996282,2.357817685,0,medium
TX,265.2069231,0.626843564,2.367122412,0,medium
TX,650.0819231,0.72918537,2.541120797,0,medium
TX,362.0652564,0.722789007,1.570637827,0,medium
TX,479.9569231,0.665221741,3.316204511,0.389450469,medium
TX,302.6985898,0.588465387,2.815610227,3.115603755,medium
TX,390.4985898,0.658825378,1.062599762,0,medium
TX,431.8652564,0.72918537,3.161746052,0,medium
TX,814.9235898,0.678014467,2.730006744,0,medium
