hospitalID,expenditure,efficiency
1522,19749,0.004987594
1523,19927,0.004933005
1524,18428,0.005323421
1525,18268,0.005397416
1526,19633,0.005006876
1527,18839,0.005154201
1528,20137,0.004921289
1529,21364,0.004619921
1530,17709,0.005579084
1531,20918,0.004718424
1532,22863,0.004321393
1533,20918,0.004718424
1534,22863,0.004321393
1535,20037,0.00494585
1536,17679,0.004474235
1537,19925,0.004923463
1538,18958,0.005121848
1539,20323,0.004900851
1540,20704,0.004772025
1541,19531,0.004997184
1542,19531,0.004997184
1543,20543,0.004794821
1544,18392,0.005404524
1545,17065,0.005719309
1546,18671,0.005189867
1547,16736,0.005258126
1548,18108,0.005467197
1549,16158,0.005959896
1550,14899,0.006201759
1551,16158,0.005959896
1552,14899,0.006201759
1553,18883,0.005020389
1554,19577,0.004827093
1555,17177,0.005763521
1556,15062,0.006353738
1557,16520,0.00592615
1558,16520,0.00592615
1559,17454,0.005677782
1560,17137,0.005695279
1561,19414,0.005120016
1562,17557,0.005678647
1563,16760,0.005889021
1564,14332,0.006698298
1565,15219,0.006373612
1566,22115,0.00437712
1567,19584,0.00479473
1568,19312,0.005079743
1569,20506,0.004832732
1570,11639,0.008342641
1571,17749,0.005436926
1572,18753,0.005295153
1573,14306,0.006878233
1574,19686,0.00492228
1575,18936,0.005164766
1576,19686,0.00492228
1577,18936,0.005164766
1578,16462,0.005904507
1579,18707,0.00532421
1580,20513,0.004826208
1581,15036,0.00641793
1582,18025,0.005542302
1583,13146,0.007424312
1584,18973,0.005059822
1585,13119,0.007462459
1586,17110,0.005645821
1587,16173,0.005855438
1588,19238,0.00507849
1589,19063,0.005130357
1590,18158,0.005468664
1591,17994,0.005379571
1592,21959,0.004476524
1593,19550,0.004997442
1594,19113,0.005184953
1595,20665,0.004819744
1596,18155,0.005359405
1597,21270,0.004692055
1598,15811,0.005597369
1599,17404,0.005636635
1600,17404,0.005636635
1601,19123,0.005177012
1602,20910,0.004677188
1603,13418,0.00721419
1604,16371,0.005906786
1605,21686,0.004606659
1606,17226,0.005619413
1607,19246,0.004982854
1608,20166,0.004532381
1609,21043,0.00474267
1610,20922,0.004703183
1611,21043,0.00474267
1612,20922,0.004703183
1613,15824,0.005965622
1614,18370,0.005209581
1615,19582,0.004917782
1616,19582,0.004917782
1617,19506,0.004988209
1618,19506,0.004988209
1619,20963,0.004369604
1620,17199,0.005604977
1621,18213,0.005320376
1622,16453,0.005713244
1623,17210,0.005676932
1624,18065,0.005469139
1625,20971,0.004582519
1626,20971,0.004582519
1627,18728,0.005307561
1628,18728,0.005307561
1629,16587,0.005974558
1630,19690,0.005033012
1631,18180,0.005462046
1632,20277,0.004867584
1633,20542,0.004751241
1634,20542,0.004751241
1635,20163,0.004825671
1636,15940,0.006148055
1637,19617,0.005021155
1638,18621,0.00517158
1639,19728,0.00476987
1640,16859,0.005801056
1641,20274,0.004730196
1642,20060,0.004825523
1643,21688,0.004495574
1644,19348,0.005034112
1645,21596,0.004588813
1646,18728,0.00492311
1647,20887,0.004711064
1648,18728,0.00492311
1649,20887,0.004711064
1650,20423,0.004749547
1651,21671,0.004397582
1652,18899,0.005243664
1653,19309,0.005132322
1654,19309,0.005132322
1655,14701,0.006598191
1656,17085,0.005144864
1657,21720,0.004396869
1658,21720,0.004396869
1659,21460,0.004659832
1660,20287,0.004741953
1661,21460,0.004659832
1662,20287,0.004741953
1663,21460,0.004659832
1664,20287,0.004741953
1665,19958,0.004734943
1666,18521,0.005307489
1667,18521,0.005307489
1668,19580,0.004984678
1669,19320,0.005036232
1670,14854,0.006220547
1671,21996,0.004505365
1672,14854,0.006220547
1673,21996,0.004505365
1674,21144,0.004559213
1675,21144,0.004559213
1676,21144,0.004559213
1677,17026,0.005808763
1678,18972,0.005255113
1679,22610,0.004104379
1680,18082,0.005331269
1681,19491,0.0050177
1682,18947,0.004940096
1683,19491,0.0050177
1684,18947,0.004940096
1685,15076,0.006546829
1686,14323,0.006360399
1687,18058,0.005366043
1688,18186,0.005372264
1689,21291,0.004621671
1690,21735,0.004508857
1691,21770,0.004437299
1692,19242,0.005176177
1693,19061,0.004884319
1694,22282,0.004259043
1695,19061,0.004884319
1696,22282,0.004259043
1697,20891,0.00456656
1698,20993,0.004558662
1699,20689,0.004693315
1700,20689,0.004693315
1701,20689,0.004693315
1702,11292,0.008076514
1703,19616,0.005077488
1704,19616,0.005077488
1705,20390,0.004796469
1706,20702,0.004704859
1707,21076,0.004739989
1708,20702,0.004704859
1709,21076,0.004739989
1710,20702,0.004704859
1711,21076,0.004739989
1712,15269,0.006490274
1713,15269,0.006490274
1714,20336,0.004578088
1715,20370,0.004855179
1716,13657,0.006853628
1717,19431,0.005100098
1718,17140,0.00546091
1719,18529,0.005251228
1720,18724,0.005308695
1721,17791,0.00528357
1722,17073,0.005810344
1723,19336,0.005063095
1724,21024,0.004599505
1725,19290,0.004790047
1726,19336,0.005063095
1727,21024,0.004599505
1728,19290,0.004790047
1729,19336,0.005063095
1730,21024,0.004599505
1731,19290,0.004790047
1732,18034,0.005528446
1733,19066,0.004898773
1734,18742,0.005239569
1735,19016,0.005143037
1736,18742,0.005239569
1737,19016,0.005143037
1738,16761,0.005805143
1739,16288,0.005850933
1740,17811,0.00547976
1741,19069,0.005144475
1742,19069,0.005144475
1743,18351,0.005373004
1744,14455,0.006828087
1745,18399,0.005304636
1746,16928,0.005635633
1747,13994,0.006702873
1748,17455,0.005471212
1749,18031,0.005346348
1750,21341,0.004601471
1751,20388,0.004738081
1752,20388,0.004738081
1753,17938,0.005418664
1754,22384,0.004369192
1755,18744,0.005116304
1756,22384,0.004369192
1757,18744,0.005116304
1758,21089,0.004727583
1759,21884,0.004409614
1760,21089,0.004727583
1761,21884,0.004409614
1762,21089,0.004727583
1763,21884,0.004409614
1764,19435,0.005037304
1765,16625,0.005780451
1766,18640,0.005021459
1767,18189,0.005283413
1768,18640,0.005021459
1769,18189,0.005283413
1770,16528,0.00589908
1771,17428,0.005089511
1772,17809,0.005519681
1773,18695,0.005193902
1774,17809,0.005519681
1775,18695,0.005193902
1776,13581,0.007348502
1777,19025,0.005172142
1778,16831,0.005846355
1779,13078,0.007562318
1780,13078,0.007562318
1781,19368,0.005044403
1782,18915,0.00518636
1783,19368,0.005044403
1784,18915,0.00518636
1785,18023,0.005115686
1786,18098,0.005370759
1787,16177,0.005959078
1788,18098,0.005370759
1789,16177,0.005959078
1790,18098,0.005370759
1791,16177,0.005959078
1792,20310,0.004731659
1793,16365,0.005878399
1794,18346,0.00510738
1795,18826,0.004987783
1796,15049,0.006545285
1797,15063,0.006612229
1798,18899,0.004968517
1799,18899,0.004968517
1800,21644,0.004574016
1801,20023,0.004929331
1802,20603,0.004829394
1803,22139,0.004394959
1804,20434,0.004820397
1805,22042,0.004296343
1806,18093,0.005510418
1807,20581,0.004790826
1808,17911,0.005560829
1809,19875,0.004991195
1810,22844,0.004346874
1811,19644,0.005049888
1812,22577,0.004380564
1813,24716,0.004005503
1814,19405,0.005081165
1815,22608,0.004334749
1816,24069,0.004146412
1817,22608,0.004334749
1818,24069,0.004146412
1819,22608,0.004334749
1820,24069,0.004146412
1821,22608,0.004334749
1822,24069,0.004146412
1823,16738,0.005711555
1824,21701,0.004562002
1825,17632,0.005586434
1826,21082,0.004605825
1827,22904,0.004348585
1828,20510,0.004802535
1829,22907,0.00434365
1830,22120,0.004457505
1831,22120,0.004457505
1832,22120,0.004457505
1833,27743,0.003254875
1834,18026,0.005358926
1835,18026,0.005358926
1836,23475,0.004225772
1837,23066,0.00427469
1838,19280,0.005
1839,19712,0.004885349
1840,20077,0.004916073
1841,17122,0.005536736
1842,21670,0.004513152
1843,20104,0.004889574
1844,20499,0.004829504
1845,17421,0.005533551
1846,22411,0.004337156
1847,22151,0.004442237
1848,22411,0.004337156
1849,22151,0.004442237
1850,22411,0.004337156
1851,22151,0.004442237
1852,16339,0.005930596
1853,14999,0.005760384
1854,17531,0.005584393
1855,19525,0.004891165
1856,18851,0.005251711
1857,19158,0.005141455
1858,19775,0.004576485
1859,19158,0.005141455
1860,19775,0.004576485
1861,23080,0.004289428
1862,23080,0.004289428
1863,21636,0.004612683
1864,21636,0.004612683
1865,20628,0.00480415
1866,22513,0.004339715
1867,17858,0.005459738
1868,20966,0.004698083
1869,20472,0.004840758
1870,19795,0.00502147
1871,16635,0.005620679
1872,19940,0.00501003
1873,20972,0.004672897
1874,22225,0.004427447
1875,23155,0.004266897
1876,21918,0.004462086
1877,20972,0.004672897
1878,22225,0.004427447
1879,23155,0.004266897
1880,21918,0.004462086
1881,20972,0.004672897
1882,22225,0.004427447
1883,23155,0.004266897
1884,21918,0.004462086
1885,20972,0.004672897
1886,22225,0.004427447
1887,23155,0.004266897
1888,21918,0.004462086
1889,19501,0.005030511
1890,19501,0.005030511
1891,21083,0.004705213
1892,20451,0.004855508
1893,21625,0.004531792
1894,20920,0.004660612
1895,16988,0.005686367
1896,21118,0.004687944
1897,18729,0.005269902
1898,14465,0.006560664
1899,17664,0.005593297
1900,16664,0.005400864
1901,18928,0.005019019
1902,21343,0.004512018
1903,18928,0.005019019
1904,21343,0.004512018
1905,17381,0.005632587
1906,19239,0.005083424
1907,19161,0.005203277
1908,21040,0.004420152
1909,22751,0.00427234
1910,23983,0.004086228
1911,22934,0.004281852
1912,26200,0.003625954
1913,22679,0.004215353
1914,23720,0.004097808
1915,26200,0.003625954
1916,22679,0.004215353
1917,23720,0.004097808
1918,26200,0.003625954
1919,22679,0.004215353
1920,23720,0.004097808
1921,26200,0.003625954
1922,22679,0.004215353
1923,23720,0.004097808
1924,19271,0.004997146
1925,28487,0.002713518
1926,19271,0.004997146
1927,28487,0.002713518
1928,19271,0.004997146
1929,28487,0.002713518
1930,20246,0.004796009
1931,21567,0.004530069
1932,21786,0.004369779
1933,21750,0.004551724
1934,21786,0.004369779
1935,21750,0.004551724
1936,24924,0.003972075
1937,22591,0.004346864
1938,22591,0.004346864
1939,19928,0.004852469
1940,21156,0.004703157
1941,20847,0.004686526
1942,17450,0.005570201
1943,17112,0.005399719
1944,21064,0.004272693
1945,21257,0.004563203
1946,21257,0.004563203
1947,19389,0.004920316
1948,21103,0.004700753
1949,19295,0.005120498
1950,20956,0.00433766
1951,20880,0.004506705
1952,21546,0.004576255
1953,23543,0.004196576
1954,21546,0.004576255
1955,23543,0.004196576
1956,21546,0.004576255
1957,23543,0.004196576
1958,19928,0.004962866
1959,22854,0.004344972
1960,24516,0.003948442
1961,17189,0.005259177
1962,20760,0.004744701
1963,16387,0.00582779
1964,21736,0.004545455
1965,21736,0.004545455
1966,21165,0.004450744
1967,18988,0.005192753
1968,21298,0.004516856
1969,18787,0.005232342
1970,18787,0.005232342
1971,14662,0.006486155
1972,18559,0.00511881
1973,17073,0.005798629
1974,20043,0.004849573
1975,18624,0.005068729
1976,19953,0.004911542
1977,21710,0.004306771
1978,21728,0.004514912
1979,19109,0.00505521
1980,21728,0.004514912
1981,19109,0.00505521
1982,20426,0.004694997
1983,21858,0.004483484
1984,22173,0.00446489
1985,22488,0.004188901
1986,22173,0.00446489
1987,22488,0.004188901
1988,22000,0.004527273
1989,22000,0.004527273
1990,21501,0.004288173
1991,18559,0.005328951
1992,20994,0.00468229
1993,22506,0.004292189
1994,20650,0.004828087
1995,20981,0.004713789
1996,21613,0.004525054
1997,20981,0.004713789
1998,21613,0.004525054
1999,20981,0.004713789
2000,21613,0.004525054
2001,22191,0.004461268
2002,21184,0.004531722
2003,22191,0.004461268
2004,21184,0.004531722
2005,21015,0.004472995
2006,20296,0.004838392
2007,18021,0.005282726
2008,19513,0.005058166
2009,19090,0.005075956
2010,20715,0.004755008
2011,20481,0.004731214
2012,20715,0.004755008
2013,20481,0.004731214
2014,19187,0.005180591
2015,20184,0.004939556
2016,21714,0.004467164
2017,19284,0.00513379
2018,21247,0.004522991
2019,22313,0.004445839
2020,21247,0.004522991
2021,22313,0.004445839
2022,18609,0.005029824
2023,20876,0.004747078
2024,16742,0.005877434
2025,17500,0.00532
2026,20658,0.004734243
2027,17160,0.005559441
2028,18469,0.00539282
2029,17124,0.005576968
2030,20647,0.004688332
2031,21980,0.004408553
2032,20647,0.004688332
2033,21980,0.004408553
2034,22629,0.004140704
2035,21524,0.004608809
2036,19108,0.00477287
2037,20209,0.004829531
2038,19698,0.005051274
2039,20890,0.00469124
2040,19182,0.005108956
2041,19586,0.004962728
2042,19182,0.005108956
2043,19586,0.004962728
2044,21245,0.00465992
2045,18903,0.005253134
2046,20211,0.004838949
2047,21245,0.00465992
2048,18903,0.005253134
2049,20211,0.004838949
2050,21245,0.00465992
2051,18903,0.005253134
2052,20211,0.004838949
2053,21245,0.00465992
2054,18903,0.005253134
2055,20211,0.004838949
2056,19242,0.005150192
2057,18674,0.005274714
2058,20892,0.004743442
2059,19085,0.005213518
2060,19380,0.00506192
2061,19395,0.005027069
2062,19285,0.00514908
2063,20533,0.004758194
2064,20691,0.00477019
2065,20140,0.004816286
2066,22335,0.004445937
2067,22557,0.004273618
2068,20123,0.004830294
2069,22731,0.004280498
2070,23589,0.004192632
2071,21732,0.004546291
2072,23589,0.004192632
2073,21732,0.004546291
2074,19693,0.005072869
2075,24163,0.004043372
2076,24163,0.004043372
2077,17570,0.00569152
2078,19829,0.00470523
2079,17300,0.005612717
2080,18578,0.00518355
2081,21969,0.004365242
2082,18459,0.005346985
2083,21969,0.004365242
2084,18459,0.005346985
2085,17657,0.005561534
2086,19528,0.005044039
2087,15822,0.006073821
2088,19163,0.005020091
2089,21191,0.004501911
2090,19287,0.004967076
2091,19870,0.004962255
2092,17979,0.005406307
2093,19546,0.005003581
2094,19546,0.005003581
2095,15868,0.006056214
2096,15061,0.006493593
2097,16865,0.00571005
2098,18244,0.005322298
2099,18517,0.005076416
2100,15713,0.006135047
2101,14723,0.006418529
2102,19952,0.004896752
2103,14318,0.006600084
2104,15282,0.006039785
2105,14050,0.00627758
2106,15239,0.006325874
2107,20650,0.004736077
2108,18609,0.005303885
2109,18045,0.005441951
2110,18045,0.005441951
2111,20591,0.004579671
2112,16818,0.005904388
2113,18644,0.005127655
2114,20576,0.004767691
2115,19591,0.005007401
2116,20847,0.004600182
2117,16957,0.005802913
2118,19280,0.005114108
2119,20195,0.004813073
2120,22199,0.004477679
2121,15741,0.006257544
2122,14807,0.00627406
2123,11961,0.007357244
2124,19266,0.005091872
2125,18187,0.00540496
2126,22743,0.004357385
2127,21280,0.004628759
2128,21280,0.004628759
2129,21355,0.004575041
2130,16992,0.005796846
2131,16992,0.005796846
2132,20204,0.004880222
2133,20616,0.004763291
2134,22868,0.004237362
2135,18246,0.005414885
2136,15968,0.006143537
2137,19893,0.004921329
2138,21381,0.00447126
2139,23333,0.004208632
2140,21381,0.00447126
2141,23333,0.004208632
2142,20597,0.004777395
2143,20597,0.004777395
2144,24614,0.003993662
2145,22846,0.004263328
2146,22846,0.004263328
2147,20152,0.004917626
2148,18396,0.005365297
2149,19033,0.005180476
2150,18279,0.005366814
2151,21502,0.004580969
2152,14188,0.00692839
2153,20305,0.004855947
2154,18445,0.00530225
2155,18445,0.00530225
2156,18445,0.00530225
2157,21922,0.004365478
2158,20258,0.004872149
2159,20258,0.004872149
2160,18168,0.00535557
2161,20873,0.004575289
2162,19525,0.004896287
2163,20520,0.004639376
2164,19717,0.004960187
2165,19832,0.004956636
2166,20112,0.004942323
2167,18626,0.005309782
2168,19373,0.005001807
2169,18756,0.005272979
2170,16533,0.005891248
2171,15857,0.006262219
2172,12981,0.007318388
2173,15237,0.006247949
2174,20740,0.004633558
2175,20364,0.004827146
2176,16095,0.005560733
2177,18538,0.00527565
2178,20276,0.004774117
2179,16330,0.005958359
2180,16500,0.005624242
2181,20128,0.004933426
2182,18355,0.005257423
2183,16303,0.005919156
2184,18844,0.005168754
2185,17249,0.005704679
2186,15880,0.006020151
2187,14657,0.006658934
2188,15456,0.006418219
2189,20775,0.004741276
2190,20633,0.004512189
2191,19829,0.004906954
2192,20633,0.004512189
2193,19829,0.004906954
2194,16110,0.006114215
2195,16035,0.006167758
2196,18258,0.005164859
2197,17552,0.005309936
2198,13947,0.007091131
2199,19887,0.005023382
2200,17969,0.005398186
2201,19887,0.005023382
2202,17969,0.005398186
2203,15453,0.00618003
2204,14890,0.006178643
2205,16019,0.006173918
2206,16188,0.006029157
2207,16019,0.006173918
2208,16188,0.006029157
2209,15662,0.006231643
2210,21706,0.00437667
2211,22551,0.004323533
2212,24090,0.004059776
2213,23698,0.004059414
2214,23725,0.004172813
2215,22326,0.004385022
2216,22744,0.00422529
2217,22314,0.004382899
2218,22121,0.00450703
2219,21118,0.004493797
2220,22746,0.00435681
2221,21182,0.00457936
2222,13695,0.007104783
2223,17165,0.005691815
2224,21252,0.004672501
2225,18847,0.005242214
2226,15520,0.006417526
2227,19042,0.005094003
2228,19042,0.005094003
2229,13222,0.007132053
2230,19597,0.004766036
2231,18641,0.005203583
2232,20713,0.004639598
2233,22707,0.004249791
2234,23063,0.003941378
2235,22707,0.004249791
2236,23063,0.003941378
2237,21188,0.004455352
2238,16794,0.005775872
2239,21188,0.004455352
2240,16794,0.005775872
2241,21188,0.004455352
2242,16794,0.005775872
2243,22032,0.004443537
2244,22813,0.004295796
2245,22556,0.004260507
2246,22058,0.004474567
2247,25480,0.003779435
2248,21462,0.004393812
2249,21399,0.004121688
2250,21576,0.004588432
2251,21317,0.004531595
2252,20369,0.004688497
2253,21317,0.004531595
2254,20369,0.004688497
2255,20557,0.004820742
2256,20745,0.004695107
2257,24703,0.003930697
2258,22227,0.004202097
2259,23431,0.004118476
2260,27020,0.003171725
2261,19807,0.004988136
2262,17760,0.005326577
2263,21166,0.004658414
2264,23002,0.004251804
2265,22608,0.004250708
2266,20831,0.004541309
2267,21268,0.004570246
2268,22635,0.004356086
2269,22207,0.004435538
2270,12511,0.007737191
2271,19740,0.004908815
2272,20248,0.004790597
2273,20997,0.004748297
2274,21812,0.004359985
2275,21812,0.004359985
2276,22870,0.004053345
2277,21784,0.004452809
2278,21628,0.00442482
2279,21212,0.004506883
2280,21212,0.004506883
2281,23328,0.004243827
2282,17108,0.005786766
2283,23328,0.004243827
2284,17108,0.005786766
2285,23281,0.00419226
2286,22487,0.004269133
2287,24772,0.003927822
2288,20849,0.004647705
2289,26604,0.00357465
2290,20075,0.0049066
2291,19934,0.004931273
2292,20688,0.004780549
2293,21419,0.004654746
2294,20209,0.004720669
2295,15059,0.006580782
2296,21946,0.004542969
2297,22562,0.00441007
2298,21946,0.004542969
2299,22562,0.00441007
2300,20568,0.004750097
2301,19205,0.004842489
2302,20875,0.004651497
2303,21218,0.004543312
2304,20875,0.004651497
2305,21218,0.004543312
2306,17699,0.005587886
2307,23698,0.004025656
2308,23698,0.004025656
2309,21780,0.004559229
2310,19362,0.005035637
2311,17026,0.005538588
2312,16619,0.005626091
2313,17663,0.004789673
2314,19276,0.005078855
2315,19689,0.004825029
2316,18024,0.005326232
2317,18613,0.005189921
2318,21197,0.004368543
2319,17993,0.005418774
2320,17631,0.005422268
2321,16537,0.006034952
2322,21940,0.004412033
2323,18454,0.005212962
2324,22130,0.00449164
2325,21463,0.004286446
2326,18606,0.004600666
2327,14952,0.006547619
2328,14952,0.006547619
2329,17980,0.005333704
2330,16463,0.005442507
2331,17325,0.005148629
2332,19845,0.004872764
2333,24016,0.004051466
2334,19454,0.004898735
2335,24519,0.003788898
2336,25908,0.003531728
2337,21994,0.004378467
2338,19627,0.004865746
2339,21994,0.004378467
2340,19627,0.004865746
2341,21357,0.004495013
2342,23184,0.004162353
2343,22171,0.004339001
2344,22704,0.004285588
2345,25077,0.003919927
2346,22704,0.004285588
2347,25077,0.003919927
2348,18388,0.005367631
2349,22152,0.004396894
2350,19685,0.00483617
2351,19685,0.00483617
2352,20892,0.004657285
2353,21121,0.004587851
2354,18879,0.00504264
2355,15889,0.00567059
2356,16312,0.00564002
2357,15958,0.006047124
2358,16650,0.005861862
2359,19620,0.004979613
2360,20633,0.004783599
2361,21053,0.004626419
2362,21737,0.004559047
2363,20633,0.004783599
2364,21053,0.004626419
2365,21737,0.004559047
2366,20633,0.004783599
2367,21053,0.004626419
2368,21737,0.004559047
2369,15238,0.00563066
2370,18651,0.004884457
2371,18651,0.004884457
2372,19522,0.005081447
2373,18502,0.005275105
2374,15383,0.00542807
2375,18465,0.005312754
2376,16231,0.006062473
2377,21297,0.004531155
2378,17799,0.005326142
2379,17934,0.005464481
2380,14820,0.006126856
2381,20115,0.004817301
2382,20115,0.004817301
2383,20527,0.004827788
2384,20178,0.004817128
2385,17834,0.005534373
2386,22158,0.004228721
2387,20902,0.004731605
2388,20623,0.004766523
2389,19478,0.005087791
2390,16838,0.00570139
2391,16803,0.005439505
2392,16838,0.00570139
2393,16803,0.005439505
2394,19004,0.004835824
2395,19004,0.004835824
2396,20812,0.004742456
2397,20812,0.004742456
2398,15542,0.005700682
2399,22762,0.004331781
2400,14655,0.006434664
2401,16740,0.005800478
2402,20821,0.004692378
2403,19364,0.00507643
2404,20397,0.004780115
2405,20397,0.004780115
2406,21619,0.004514547
2407,21086,0.004671346
2408,13442,0.005966374
2409,19297,0.00510442
2410,19086,0.004815048
2411,18286,0.004998359
2412,18539,0.005318518
2413,21260,0.004614299
2414,20638,0.004801822
2415,20638,0.004801822
2416,20992,0.004668445
2417,17692,0.004595297
2418,20099,0.004522613
2419,19471,0.004730111
2420,18587,0.00514876
2421,20034,0.004851752
2422,18383,0.005379971
2423,17112,0.005481533
2424,18532,0.005164041
2425,18444,0.00534049
2426,18444,0.00534049
2427,17813,0.005557739
2428,20472,0.004708871
2429,20730,0.004756392
2430,17976,0.005179128
2431,21304,0.004496808
2432,17976,0.005179128
2433,21304,0.004496808
2434,21482,0.00461782
2435,20171,0.004878291
2436,18604,0.005133305
2437,18624,0.005229811
2438,15976,0.00604657
2439,18448,0.00532307
2440,18785,0.005232899
2441,18579,0.005355509
2442,18579,0.005355509
2443,16185,0.006061168
2444,15961,0.006246476
2445,17229,0.005554588
2446,19024,0.00519344
2447,20980,0.004513823
2448,16363,0.005714111
2449,19505,0.004865419
2450,13981,0.007109649
2451,17293,0.005684381
2452,19156,0.00510545
2453,16533,0.006000121
2454,16277,0.006020765
2455,15587,0.006235966
2456,17911,0.005460332
2457,17911,0.005460332
2458,17788,0.005548685
2459,19834,0.005016638
2460,19921,0.00496963
2461,20153,0.004753635
2462,21823,0.004541081
2463,17164,0.00568632
2464,17164,0.00568632
2465,16573,0.005635672
2466,18828,0.005199703
2467,17446,0.005588674
2468,15937,0.005810378
2469,17861,0.005447623
2470,21025,0.004627824
2471,18510,0.005353863
2472,21025,0.004627824
2473,18510,0.005353863
2474,21025,0.004627824
2475,18510,0.005353863
2476,14154,0.00676134
2477,15065,0.006405576
2478,18841,0.005243883
2479,15660,0.006206897
2480,17242,0.005666396
2481,12941,0.00727919
2482,15517,0.006360766
2483,15940,0.006148055
2484,19050,0.005133858
2485,19197,0.005167474
2486,19050,0.005133858
2487,19197,0.005167474
2488,19542,0.004861324
2489,15532,0.00629024
2490,14578,0.006358897
2491,14381,0.006710243
2492,17035,0.005776343
2493,17631,0.005456299
2494,15944,0.006240592
2495,15269,0.00627415
2496,20138,0.004881319
2497,19307,0.004915316
2498,17343,0.005581503
2499,16408,0.005546075
2500,19274,0.004934108
2501,19586,0.00490146
2502,24167,0.004042703
2503,18993,0.00511241
2504,14743,0.006531913
2505,19029,0.005081717
2506,15761,0.006090984
2507,16419,0.005639808
2508,15184,0.006487092
2509,19910,0.004932195
2510,16567,0.005999879
2511,19910,0.004932195
2512,16567,0.005999879
2513,19088,0.005123638
2514,17088,0.005588717
2515,19088,0.005123638
2516,17088,0.005588717
2517,16026,0.006077624
2518,16737,0.005634224
2519,19501,0.004399774
2520,15274,0.005931649
2521,16994,0.005719666
2522,18578,0.005075896
2523,16492,0.005742178
2524,19112,0.005185224
2525,19107,0.004972
2526,19767,0.004988111
2527,18802,0.00514307
2528,18989,0.005087156
2529,20359,0.004793949
2530,24552,0.004003747
2531,19374,0.005032518
2532,24843,0.003997102
2533,19374,0.005032518
2534,24843,0.003997102
2535,19906,0.00493821
2536,17171,0.005678178
2537,18918,0.00506396
2538,17326,0.005500404
2539,15736,0.006202339
2540,18342,0.005359285
2541,17671,0.005574104
2542,19513,0.004955671
2543,15980,0.0059199
2544,17388,0.005567058
2545,17619,0.00558488
2546,19707,0.004830771
2547,15298,0.006124984
2548,20362,0.004763776
2549,18700,0.005165775
2550,16344,0.005451542
2551,16843,0.005770943
2552,17120,0.005706776
2553,16269,0.006097486
2554,17494,0.005276095
2555,19173,0.005007041
2556,17790,0.005424396
2557,19173,0.005007041
2558,17790,0.005424396
2559,23326,0.004115579
2560,19202,0.005025518
2561,18274,0.005406589
2562,17134,0.005696276
2563,19897,0.004955521
2564,19319,0.005046845
2565,17955,0.005396825
2566,19319,0.005046845
2567,17955,0.005396825
2568,14917,0.006301535
2569,19676,0.004970522
2570,18169,0.005366283
2571,14917,0.006301535
2572,19676,0.004970522
2573,18169,0.005366283
2574,14917,0.006301535
2575,19676,0.004970522
2576,18169,0.005366283
2577,13087,0.007580041
2578,14375,0.006824348
2579,13849,0.006982454
2580,14195,0.006861571
